iter	Logloss
255	0.09636778031
256	0.09594597086
257	0.09565212779
258	0.09535794363
259	0.09508845754
260	0.09482968463
261	0.0943409161
262	0.09402311979
263	0.09370954193
264	0.0933296663
265	0.09303396462
266	0.09274804331
267	0.09231281977
268	0.09189745632
269	0.09169140697
270	0.09127756105
271	0.0909520727
272	0.09055290779
273	0.0900608188
274	0.08966277464
275	0.08932176298
276	0.08915826004
277	0.08888145085
278	0.08863451881
279	0.08832103841
280	0.08802564301
281	0.08780986897
282	0.08751913753
283	0.08722241255
284	0.08681634221
285	0.08652593794
286	0.0861646694
287	0.0859139157
288	0.0856757338
289	0.08538403476
290	0.08518525284
291	0.08483693199
292	0.08444738736
293	0.08400033686
294	0.08371043379
295	0.08357109989
296	0.08340650405
297	0.08305471657
298	0.08285163267
299	0.08254136134
300	0.08237671678
301	0.08212273312
302	0.0818268226
303	0.08146774682
304	0.08117269948
305	0.0809625918
306	0.0805071253
307	0.08030299027
308	0.08002092542
309	0.07966418162
310	0.07940844376
311	0.07912550181
312	0.0788932856
313	0.07864754391
314	0.07847149703
315	0.07832914895
316	0.07804993121
317	0.07773777342
318	0.07764068659
319	0.07737423556
320	0.07704820424
321	0.07687611127
322	0.07674293797
323	0.07649741904
324	0.07632485271
325	0.07605423893
326	0.07573258616
327	0.07544621934
328	0.07524014912
329	0.07510954446
330	0.07484946982
331	0.07467906144
332	0.07435991468
333	0.07418690981
334	0.07397119842
335	0.07375564018
336	0.07355623176
337	0.07337133032
338	0.0731919769
339	0.07295108712
340	0.07277507504
341	0.07258850989
342	0.07226544401
343	0.0720353579
344	0.07194290718
345	0.07181612419
346	0.0716189642
347	0.07153023072
348	0.07132578244
349	0.07114147966
350	0.07089891921
351	0.07070655544
352	0.0704757941
353	0.07038152653
354	0.07020752621
355	0.06997851908
356	0.06979874799
357	0.06960057168
358	0.06954005861
359	0.06937388956
360	0.06915458624
361	0.06898779765
362	0.0687672274
363	0.06856679568
364	0.06835146716
365	0.06817240611
366	0.06797043598
367	0.06769666184
368	0.06749558971
369	0.06719324711
370	0.0670121186
371	0.06685889028
372	0.06676609847
373	0.06659277338
374	0.06641116456
375	0.06625835391
376	0.06610312079
377	0.06581289055
378	0.06565234609
379	0.06548227185
380	0.06532371131
381	0.06514953001
382	0.06489459964
383	0.06477584978
384	0.06453679078
385	0.06433731274
386	0.0641795945
387	0.06409542056
388	0.06397038481
389	0.06374499746
390	0.06349966648
391	0.0633177444
392	0.06319050197
393	0.06312561035
394	0.06294292255
395	0.06276558089
396	0.06268071084
397	0.06259593824
398	0.06243325672
399	0.06232164202
400	0.06220447234
401	0.06201282557
402	0.06192261633
403	0.06189378335
404	0.06176234336
405	0.06157939103
406	0.06137382201
407	0.06127666557
408	0.06119459389
409	0.06111162422
410	0.06094531595
411	0.0607104197
412	0.06053200603
413	0.06039586032
414	0.06030273438
415	0.06013199187
416	0.06005483474
417	0.0599479188
418	0.05984610537
419	0.05977180926
420	0.05956841907
421	0.05947429072
422	0.05925977665
423	0.05906811596
424	0.05896083804
425	0.05886801142
426	0.05874810602
427	0.05865836318
428	0.05855266543
429	0.05838802783
430	0.05828672952
431	0.05812704824
432	0.05802147928
433	0.05793490723
434	0.05781056759
435	0.05765440168
436	0.05756600234
437	0.05742244303
438	0.05724099431
439	0.05712276654
440	0.05694456866
441	0.05678634226
442	0.05669446931
443	0.05653828252
444	0.05642983513
445	0.05626879643
446	0.05609184808
447	0.05599026088
448	0.05588992669
449	0.05572512898
450	0.05559600357
451	0.05540085883
452	0.0553381356
453	0.05522532359
454	0.05514200935
455	0.05502833415
456	0.05489821678
457	0.05471392444
458	0.05460769765
459	0.05445616785
460	0.05432625931
461	0.05422763407
462	0.05407902446
463	0.05401397273
464	0.05381788128
465	0.05370259111
466	0.05353924132
467	0.05346949779
468	0.05326398446
469	0.05322831565
470	0.05303772349
471	0.05284864885
472	0.05275415852
473	0.05260513125
474	0.05239895661
475	0.05228655182
476	0.0521336994
477	0.05197630834
478	0.05185817802
479	0.05167139708
480	0.05153751373
481	0.05136952087
482	0.05126706701
483	0.05109873305
484	0.05096955891
485	0.0508362777
486	0.05071719023
487	0.05062305144
488	0.05051144718
489	0.05042249791
490	0.05031889547
491	0.0503124077
492	0.05017049469
493	0.0500597014
494	0.0499858717
495	0.049874793
496	0.0498209835
497	0.04967809594
498	0.04952041598
499	0.04936879569
500	0.04928459738
501	0.0491242722
502	0.04902860544
503	0.04889717589
504	0.04874300435
505	0.04867336872
506	0.04860111919
507	0.04851194368
508	0.04840740148
509	0.04830716474
510	0.04821642994
511	0.04810998736
512	0.04799210764
513	0.04789841088
514	0.04779835861
515	0.04770349238
516	0.04762362042
517	0.04755471919
518	0.04745281874
519	0.04731647464
520	0.04724774744
521	0.04714745501
522	0.04696511874
523	0.04689280656
524	0.04676792743
525	0.04661702762
526	0.04654242523
527	0.04641491131
528	0.04633983208
529	0.0461758001
530	0.0459925032
531	0.04585687958
532	0.04575910359
533	0.04561986018
534	0.04549451466
535	0.04539782461
536	0.04530622315
537	0.04512477095
538	0.04502397384
539	0.04482537639
540	0.04467324445
541	0.04460153789
542	0.04445834403
543	0.04437709725
544	0.04425246176
545	0.04416127449
546	0.04406300426
547	0.04401187479
548	0.04390150613
549	0.04381900982
550	0.04367134693
551	0.04357842285
552	0.04351356952
553	0.04344377727
554	0.04334775897
555	0.04329935478
556	0.0431752727
557	0.04301067686
558	0.04292096883
559	0.04284269096
560	0.04281008505
561	0.04271458535
562	0.04262121576
563	0.04253532939
564	0.04247128354
565	0.04245572543
566	0.04235803298
567	0.04229277938
568	0.04221370446
569	0.04209693853
570	0.04200389263
571	0.04195924397
572	0.0418567031
573	0.04179130331
574	0.04174962009
575	0.04171273308
576	0.04166699848
577	0.04159559473
578	0.04147409175
579	0.04140571608
580	0.04132649846
581	0.04117658016
582	0.04105643808
583	0.04097388957
584	0.04084133928
585	0.0407330868
586	0.04064972731
587	0.04060466794
588	0.04053450675
589	0.04045152316
590	0.04039096484
591	0.04032825902
592	0.04023893732
593	0.04011565229
594	0.03996985846
595	0.03984250117
596	0.03974487486
597	0.0396451254
598	0.03956043981
599	0.03950930686
600	0.03946995909
601	0.03938184167
602	0.03931509491
603	0.03922914937
604	0.03916176218
605	0.039068946
606	0.03900690844
607	0.03893652798
608	0.03878926883
609	0.03867332083
610	0.03862589119
611	0.03857403428
612	0.03854208271
613	0.03843536864
614	0.03833998381
615	0.03828067849
616	0.03823456103
617	0.03812932272
618	0.03804825692
619	0.03801702235
620	0.03796375233
621	0.0378718759
622	0.03785356814
623	0.03780262662
624	0.03771479112
625	0.03763298397
626	0.03750887404
627	0.03747630293
628	0.03741501022
629	0.03736309065
630	0.03726013559
631	0.03718258517
632	0.03711353775
633	0.0370531639
634	0.0370196252
635	0.03692210678
636	0.0368594288
637	0.03678608637
638	0.03671216269
639	0.03667312121
640	0.03660587325
641	0.03653762636
642	0.03650136238
643	0.03639911039
644	0.03629046809
645	0.03624879879
646	0.03618034307
647	0.03605598255
648	0.03593980831
649	0.03591623794
650	0.03582703806
651	0.0357282562
652	0.0356399926
653	0.035590318
654	0.03551723313
655	0.03541689546
656	0.03537483285
657	0.03530774499
658	0.03525822354
659	0.03520852806
660	0.03516889489
661	0.03507827842
662	0.03505400498
663	0.03499642254
664	0.03494878059
665	0.03492858636
666	0.03484899284
667	0.0347824758
668	0.03471594831
669	0.03466210052
670	0.03460425008
671	0.03451745528
672	0.03446043321
673	0.03437727211
674	0.03432032314
675	0.03428077002
676	0.03421903179
677	0.03413772235
678	0.03405975425
679	0.03394441883
680	0.03389850324
681	0.0338548709
682	0.03382945931
683	0.03375792677
684	0.03371894099
685	0.0336708396
686	0.0335676235
687	0.03351881208
688	0.03347915106
689	0.03339361622
690	0.0333709508
691	0.03333259499
692	0.03332520227
693	0.03328612251
694	0.03321473616
695	0.03310705449
696	0.03306549657
697	0.03301271035
698	0.03294215237
699	0.0328738324
700	0.03280669581
701	0.0327483755
702	0.03269889233
703	0.03257359901
704	0.03248847488
705	0.03244161606
706	0.03235467507
707	0.03223875839
708	0.03218378638
709	0.03211661151
710	0.03202123712
711	0.03196270797
712	0.0319084251
713	0.03186887894
714	0.03179265461
715	0.03173180044
716	0.03166124943
717	0.03160189886
718	0.03155561085
719	0.03151448104
720	0.03145456662
721	0.03139141528
722	0.03129218443
723	0.03126116913
724	0.031199323
725	0.03115623363
726	0.03113308788
727	0.03108557819
728	0.03097172201
729	0.03093092981
730	0.03087465258
731	0.03080555644
732	0.03075167384
733	0.03070044692
734	0.03063455985
735	0.03055118296
736	0.03047312437
737	0.03041172724
738	0.03031580988
739	0.03024274937
740	0.03020796811
741	0.03015107482
742	0.03005998848
743	0.0299935863
744	0.02994940403
745	0.02987375051
746	0.02981560422
747	0.02978518758
748	0.02971778647
749	0.02968265366
750	0.02960470297
751	0.02952096758
752	0.02941999644
753	0.02936478775
754	0.02929259043
755	0.02925218109
756	0.0292216113
757	0.02918709108
758	0.02909843417
759	0.0290625252
760	0.02897431381
761	0.02892740452
762	0.0288979955
763	0.0288653948
764	0.02883069359
765	0.02875454408
766	0.02870969355
767	0.02863274526
768	0.02857753308
769	0.02853739175
770	0.02850050474
771	0.0284813686
772	0.02840807664
773	0.02835962198
774	0.02833939295
775	0.02827827948
776	0.02819352776
777	0.02811016654
778	0.02806870259
779	0.02802087269
780	0.02798967292
781	0.02794065789
782	0.02789519303
783	0.02781639308
784	0.0277402575
785	0.02770941449
786	0.02764873783
787	0.02758318142
788	0.02751998484
789	0.0274607735
790	0.02736659642
791	0.02721183143
792	0.02717849286
793	0.02714862963
794	0.0271079488
795	0.02704206522
796	0.02698444102
797	0.02692570303
798	0.02687760165
799	0.02684696225
800	0.02679405073
801	0.02676866872
802	0.02673002925
803	0.02666915942
804	0.02661416826
805	0.02655377179
806	0.02652652072
807	0.02646392627
808	0.02644442816
809	0.02639303068
810	0.02636915402
811	0.02629418269
812	0.02625141701
813	0.02617817552
814	0.0261394003
815	0.02609621521
816	0.02601753882
817	0.02596261728
818	0.02591758227
819	0.02586998209
820	0.02582479393
821	0.02581740644
822	0.02577325027
823	0.025714206
824	0.02564866003
825	0.02558872648
826	0.02555770596
827	0.02550745532
828	0.02545752491
829	0.02541424062
830	0.02538308958
831	0.02535893099
832	0.02531659342
833	0.02528744022
834	0.02524913837
835	0.0252059672
836	0.0251707613
837	0.02514584917
838	0.02510334105
839	0.02506257148
840	0.02504530092
841	0.02501855976
842	0.02499706206
843	0.02493993383
844	0.02491125051
845	0.02487609682
846	0.0248265162
847	0.02480251598
848	0.02473942729
849	0.02471274355
850	0.0247004154
851	0.02464990198
852	0.02460228266
853	0.02454651533
854	0.0244988786
855	0.0244773722
856	0.02443498417
857	0.02442097664
858	0.02438252164
859	0.02435481983
860	0.02429873056
861	0.02427471293
862	0.02426031036
863	0.024215787
864	0.02414580679
865	0.02407477546
866	0.02402042124
867	0.02397482239
868	0.02395633537
869	0.02394915497
870	0.02390768928
871	0.02384797326
872	0.02379560819
873	0.02374716223
874	0.02372392947
875	0.02364449779
876	0.02358413961
877	0.02354408877
878	0.02351026639
879	0.02348933951
880	0.02342817731
881	0.02335785949
882	0.0232942348
883	0.02328959869
884	0.02325267339
885	0.02321276177
886	0.02319708706
887	0.02317642992
888	0.02314515357
889	0.02310592589
890	0.02304934411
891	0.0230043091
892	0.02296155561
893	0.02292906281
894	0.02289234287
895	0.0228799712
896	0.02286012503
897	0.02282927158
898	0.02277075287
899	0.02274278655
900	0.02269533081
901	0.02265126166
902	0.02261349233
903	0.02257616503
904	0.02251344354
905	0.02246336693
906	0.02244458929
907	0.02241886793
908	0.02238237597
909	0.02234051697
910	0.02231350432
911	0.022267272
912	0.02223294321
913	0.02220486898
914	0.02217780935
915	0.02212911975
916	0.02209703592
917	0.02206698647
918	0.02201935845
919	0.02196459353
920	0.02191389216
921	0.02189223088
922	0.02184204464
923	0.02181889019
924	0.02176921733
925	0.02174029907
926	0.02168627551
927	0.02165188755
928	0.02160988933
929	0.02158553061
930	0.02155292817
931	0.02152447805
932	0.02148749184
933	0.02143042627
934	0.02138254938
935	0.02132788714
936	0.02128218212
937	0.02124068685
938	0.02117734408
939	0.02113483944
940	0.02110793121
941	0.0210846619
942	0.02103151196
943	0.02100080295
944	0.02097857259
945	0.02094457793
946	0.02089067793
947	0.02086893311
948	0.02082114672
949	0.02076571875
950	0.02075388484
951	0.0207096608
952	0.02068179367
953	0.02065682585
954	0.02062301914
955	0.02059263905
956	0.02056010274
957	0.02051898511
958	0.02049176014
959	0.02045604608
960	0.02040807348
961	0.02037347146
962	0.02032208095
963	0.02027746013
964	0.02025341466
965	0.02021676432
966	0.02017771937
967	0.0201623492
968	0.02011420083
969	0.0201027898
970	0.02005750768
971	0.02002720589
972	0.01999183467
973	0.01997211206
974	0.01994993217
975	0.01989111935
976	0.01988122237
977	0.01985287318
978	0.0198219536
979	0.01979407777
980	0.01973101518
981	0.01970845939
982	0.01968938069
983	0.01964572398
984	0.01961488097
985	0.01956890969
986	0.01953733751
987	0.01950893611
988	0.01949113999
989	0.01945683034
990	0.01940809723
991	0.01934560546
992	0.01931389753
993	0.01925345233
994	0.0192347443
995	0.01919180459
996	0.01916894948
997	0.01914301058
998	0.01911996055
999	0.01909954705
.01948497069
